,Unnamed: 0,No,page,nick,time,content,area,ip,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount
132,132,133,7,格卢比,2018-08-16 14:07:35,让他赶快滚,浙江,112.17.245.19,5,1534399655,1,cj,0,0,0,0,5B7514A6-7011F513-6DCEC8D5-901-83C,1534399655,2018-08-16,08-16 14,34
133,133,134,7,游荡在16楼,2018-08-16 14:05:43,对台独潜在支持者就要当台独分子一样制裁，祖国的每寸土地必须留在中国人民的手里！,江苏苏州,221.224.214.74,39,1534399543,0,cj,0,0,0,0,5B751436-DDE0D64A-ABD29018-901-8BF,1534399543,2018-08-16,08-16 14,33
134,134,135,7,风吹尿飘扬,2018-08-16 14:03:42,滚出中国,江苏苏州,117.136.46.200,4,1534399422,0,cj,0,0,0,0,5B7513BA-75882EC8-167936A7B-901-8A5,1534399422,2018-08-16,08-16 14,32
135,135,136,7,饭团魔法师,2018-08-16 13:59:12,除了85℃，他们旗下还有好多品牌，比如享甜,山东济南,153.119.160.106,21,1534399152,16,cj,0,0,0,0,5B7512AF-9977A06A-1687952D7-901-8BB,1534399152,2018-08-16,08-16 13,31
136,136,137,7,爱划船的青蛙,2018-08-16 13:56:52,股票涨跌跟买不买又没关系。一家公司盈利能力强劲且外部环境支持其自身发展的话股价自然会高。反之股价就会变低。对这公司也一样，大陆集体抵制，不买它的产品，没有盈利点在大陆500多家门店就成了纯成本，股价自然要跌。,天津,221.238.158.194,104,1534399012,1,cj,0,1,0,0,5B751224-DDEE9EC2-13D591440-901-8D7,1534399012,2018-08-16,08-16 13,30
137,137,138,7,Psycho酱,2018-08-16 13:56:22,又贵又不好吃，早就换口味了,上海,58.40.17.70,13,1534398982,1,cj,0,0,0,0,5B751206-3A281146-14C8FCA88-901-955,1534398982,2018-08-16,08-16 13,29
138,138,139,7,小丢驾到,2018-08-16 13:54:03,我吃垃圾，饿死也不会吃什么85度还是90度的c还是B的，快滚吧，明天继续跌，最好全倒闭,广西,117.183.104.255,43,1534398843,8,cj,0,0,0,0,5B75117B-75B768FF-1652E6B14-901-87C,1534398843,2018-08-16,08-16 13,28
139,139,140,7,瘦人37171,2018-08-16 13:52:58,基本再见,福建福州,140.243.232.221,4,1534398778,5,cj,0,0,0,0,5B751138-8CF3E8DD-162D2E75C-901-8BF,1534398778,2018-08-16,08-16 13,27
140,140,141,8,人境远地,2018-08-16 13:52:11,既然如此，更不能让那些给台独站台的股票一路高歌啊。。。,上海,101.81.230.147,27,1534398731,0,cj,0,1,0,0,5B75110B-6551E693-163C6A453-901-7AC,1534398731,2018-08-16,08-16 13,26
141,141,142,8,小鱼去哪啦,2018-08-16 13:51:29,我是饿了么客服 刚才还特地有客户仅限表扬表扬平台 我一脸蒙蔽  之后才看到这个微博,北京,123.126.42.172,41,1534398689,24,cj,0,0,0,0,5B7510DD-7B7E2AAC-17A724839-901-7D0,1534398689,2018-08-16,08-16 13,25
142,142,143,8,黑熊Plus,2018-08-16 13:51:23,摄氏度℃符合打不出来嘛？…[允悲],湖北武汉,113.57.182.144,17,1534398683,1,cj,0,0,0,0,5B7510DB-7139B690-79F0154B-901-8C1,1534398683,2018-08-16,08-16 13,24
143,143,144,8,光影穿梭,2018-08-16 13:50:39,  台独企业，就应该抵制！,浙江杭州,183.158.11.184,13,1534398639,0,cj,0,0,0,0,5B7510B0-B79E0BB8-5D8193F0-901-890,1534398639,2018-08-16,08-16 13,23
144,144,145,8,蔡伟民CWM,2018-08-16 13:50:24,挺好,广东,117.136.79.26,2,1534398624,0,cj,0,0,0,0,5B75109D-75884F1A-CC94C65A-901-8BD,1534398624,2018-08-16,08-16 13,22
145,145,146,8,人境远地,2018-08-16 13:50:08,既然85C那么喜欢台独，它大概很明白，那些台独的狂热分子就足以支撑它的业绩了。靠大陆？洗洗睡去吧。,上海,101.81.230.147,49,1534398608,1,cj,0,0,0,0,5B75108F-6551E693-163C6A453-901-98D,1534398608,2018-08-16,08-16 13,21
146,146,147,8,微风清风大台风,2018-08-16 13:49:33,85度C台独企业赶快滚蛋,重庆,113.249.242.7,12,1534398573,8,cj,0,0,0,0,5B75106D-71F9F207-9DE1A4D3-901-931,1534398573,2018-08-16,08-16 13,20
147,147,148,8,用户5936279386,2018-08-16 13:48:18,，,河南信阳,125.45.157.111,1,1534398498,0,cj,0,0,0,0,5B751021-7D2D9D6F-161D46F5A-901-9A9,1534398498,2018-08-16,08-16 13,19
148,148,149,8,富安场,2018-08-16 13:46:03,活该,四川成都,117.136.62.37,2,1534398363,2,cj,0,0,0,0,5B750F9A-75883E25-82ACA58F-901-88B,1534398363,2018-08-16,08-16 13,18
149,149,150,8,昊宸6084157135,2018-08-16 13:45:49,有，我就是在腾讯上看到才跑来微博,福建泉州,223.104.45.102,26,1534398349,1,cj,0,1,0,0,5B750F8B-DF682D66-16AA4DECF-901-7E9,1534398349,2018-08-16,08-16 13,17
150,150,151,8,街道办张主任,2018-08-16 13:45:07,说句不该说的，a股里创新低的股票到处都是啊，就今天。[摊手],北京,223.72.244.6,30,1534398307,16,cj,0,0,0,0,5B750F63-DF48F406-1799DC3F8-901-955,1534398307,2018-08-16,08-16 13,16
151,151,152,8,沈家AA,2018-08-16 13:43:20,no作no die why you try[摊手],北京,125.33.91.198,25,1534398200,0,cj,0,0,0,0,5B750EF7-7D215BC6-6A6F89DA-901-914,1534398200,2018-08-16,08-16 13,15
152,152,153,8,酒瓶里的小蚂蚁,2018-08-16 13:43:12,跌的漂亮，我看你还能狂多久，钱在我的口袋里，我就是不吃你家产品！,上海,124.78.227.127,32,1534398192,1,cj,0,0,0,0,5B750EEF-7C4EE37F-4BDEA5A0-901-950,1534398192,2018-08-16,08-16 13,14
153,153,154,8,小小小黑蚁,2018-08-16 13:41:16,滚蛋，一个就知道甩锅的公司，两面三刀，立场不坚定，不支持92共识你不要在大陆营业了。,广东云浮,120.239.123.38,42,1534398076,6,cj,0,0,0,0,5B750E7A-78EF7B26-1827E844C-901-92C,1534398076,2018-08-16,08-16 13,13
154,154,155,8,Joesasa小张哥,2018-08-16 13:41:08,凉凉的零下85度C...[阴险][拜拜],上海,218.79.181.214,20,1534398068,35,cj,0,0,0,0,5B750E71-DA4FB5D6-703C878E-901-824,1534398068,2018-08-16,08-16 13,12
155,155,156,8,烽火狼骑,2018-08-16 13:40:36,再加15度，滚,浙江温州,125.109.140.56,7,1534398036,13,cj,0,0,0,0,5B750E53-7D6D8C38-718BC527-901-865,1534398036,2018-08-16,08-16 13,11
156,156,157,8,设计师张东新,2018-08-16 13:40:33,在腾讯上我怎么一点也没看到关于85度C的新闻和报道，大家有看到吗？,上海,180.175.125.221,33,1534398033,5,cj,0,0,0,0,5B750E52-B4AF7DDD-5CAE1673-901-834,1534398033,2018-08-16,08-16 13,10
157,157,158,8,危机重重2018,2018-08-16 13:40:25,最不缺的就是卖面包的,上海,117.136.8.69,10,1534398024,2,cj,0,0,0,0,5B750E46-75880845-63B6E70F-901-8CD,1534398025,2018-08-16,08-16 13,9
158,158,159,8,万事缄默不语,2018-08-16 13:40:20,也没跌多少,印度尼西亚西爪哇省,114.124.148.146,5,1534398020,4,cj,0,0,0,0,5B750E42-727C9492-869D7F31-901-969,1534398020,2018-08-16,08-16 13,8
159,159,160,8,大磊_时间的朋友,2018-08-16 13:39:21,呵呵,上海,112.64.119.135,2,1534397961,1,cj,0,0,0,0,5B750E09-70407787-8F416161-901-918,1534397961,2018-08-16,08-16 13,7
160,160,161,9,梓铭chuang,2018-08-16 13:38:42,面对台独，必须抵制。[怒][加油][加油][加油],北京,106.2.238.7,25,1534397922,9,cj,0,0,0,0,5B750DE3-6A02EE07-8A49C72B-901-939,1534397922,2018-08-16,08-16 13,6
161,161,162,9,肥波球胖可丁,2018-08-16 13:38:42,希望连续跌停365天～反正我不买股票[摊手],福建泉州,117.136.11.31,22,1534397922,16,cj,0,0,0,0,5B750DE1-75880B1F-DF32F8DB-901-88F,1534397922,2018-08-16,08-16 13,5
162,162,163,9,小丢驾到,2018-08-16 13:38:34,蔡英文以85度c台企为荣的企业这次在大陆应该活不长了，85度c在大陆一共有550多家分店，现在在大陆各个外卖平台全部被下架，500多家等着关门倒闭吧，别小看我们华人，华人实力布满全球,广西,117.183.104.255,91,1534397914,18,cj,0,0,0,0,5B750DD9-75B768FF-1652E6B14-901-87C,1534397914,2018-08-16,08-16 13,4
163,163,164,9,风雪乐山,2018-08-16 13:38:31,给它加15度 滚[doge],浙江温州,125.110.94.187,14,1534397911,148,cj,0,0,0,0,5B750DD6-7D6E5EBB-167277C9C-901-8D3,1534397911,2018-08-16,08-16 13,3
164,164,165,9,赵众_,2018-08-16 13:37:01,应该把它从大陆赶出去,江苏苏州,223.104.4.238,10,1534397821,164,cj,0,0,0,0,5B750D79-DF6804EE-66992C01-901-97F,1534397821,2018-08-16,08-16 13,2
165,165,166,9,赵众_,2018-08-16 13:36:37,从此不会再买,江苏苏州,223.104.4.238,6,1534397797,97,cj,0,0,0,0,5B750D66-DF6804EE-66992C01-901-97F,1534397797,2018-08-16,08-16 13,1
166,166,167,9,陈大大鹏cw,2018-08-16 13:35:48,活该！,江苏南京,112.86.244.134,3,1534397748,26,cj,0,0,0,0,5B750D33-7056F486-16C48FE50-901-816,1534397748,2018-08-16,08-16 13,0
